id,calcium,calory,carbohydrate,cholesterol,code,copper,fat,fiber_dietary,health_light,iodine,iron,is_liquid,kalium,lactoflavin,magnesium,manganese,name,natrium,niacin,protein,selenium,thiamine,thumb_image_url,vitamin_a,vitamin_c,vitamin_e,weight,zinc,category
3,31,349,71.5,,xiaomaifen_biaozhunfen,0.4,1.5,2.1,1,2.9,3.5,FALSE,190,0.1,50,1.6,Ð¡Âó·Û(±ê×¼·Û),3.1,2,11.2,5.4,0.3,http://s.boohee.cn/house/new_food/mid/1611f5826bd94c149e490076efa9afc8.jpg,,,1.8,100,1.6,1
8,17,348,74.9,,guamian_junzhi,0.4,0.6,0.7,1,,3,FALSE,129,0,49,0.9,¹ÒÃæ,184.5,2.5,10.3,11.8,0.2,http://s.boohee.cn/house/new_food/mid/d30b6d05ef7a4c89978d9d75a42d1d88.jpg,,,1,100,0.9,1
11,26,348,74.5,,guamian_jingzhilongxumian,0.3,0.5,0.2,2,,2.3,FALSE,109,0,48,0.8,¹ÒÃæ(¾«ÖÆÁúÐëÃæ),292.8,2.5,11.2,14.3,0.2,http://s.boohee.cn/house/new_food/mid/3f235f1ab35d4318ac7524ef39fc31f5.jpg,,,,100,0.9,1
12,11,286,61.1,,miantiao_junzhi,0.2,0.7,0.8,1,,3.6,FALSE,135,0.1,39,0.9,ÃæÌõ£¨Éú£©,28,1.4,8.3,11.7,0.2,http://s.boohee.cn/house/new_food/mid/8c83f12d21ef4babbda3c22feca67c47.jpg,,,0.6,100,1.4,1
13,13,283,58,,miantiao_biaozhunfen_qiemian,0.2,1.6,1.5,1,,2.6,FALSE,161,0.1,61,1.4,ÃæÌõ(±ê×¼·Û£¬ÇÐÃæ),3.4,3.1,8.5,0.4,0.4,http://s.boohee.cn/house/food_mid/mid_photo_201022413.jpg,,,0.5,100,1.1,1
16,4,110,24.2,,miantiao_fuqiangfen_zhu,0,0.2,0.1,1,,0.5,FALSE,15,0,10,0.2,ÃæÌõ(Öó),26.9,1.8,2.7,0.2,,http://s.boohee.cn/house/food_mid/mid_photo_20152415513316.jpg,,,,100,0.2,1
17,8,355,77.5,,miantiao_ganqiemian,0.2,0.1,0.2,1,,9.6,FALSE,100,0.1,42,0.7,ÃæÌõ(¸ÉÇÐÃæ),60.9,2.7,11,7.8,0.3,http://s.boohee.cn/house/food_mid/mid_photo_201022517.jpg,,,,100,1.5,1
18,17,436,64.7,,miantiao_xiarongmian,0.5,15.1,3.6,2,,2,FALSE,101,0,24,,ÃæÌõ(ÏºÈØÃæ),304.2,2.8,8.5,9.4,,http://s.boohee.cn/house/food_mid/mid_photo_20103221549118.jpg,,,1.2,100,,1
19,14,351,75.4,,tongxinmian,0.2,0.1,0.4,1,,2.6,FALSE,209,0,58,0.7,Í¨ÐÄÃæ,35,1,11.9,5.8,0.1,http://s.boohee.cn/house/food_mid/m_1160655599421.jpg,,,,100,1.6,1
20,19,214,44.1,,huajuan,0.1,1,1.5,1,,0.4,FALSE,83,0,12,,»¨¾í,95,1.1,6.4,6.2,,http://s.boohee.cn/house/new_food/mid/fa2e00e2efe0498d984141ffe069e910.JPG,,,,100,,1
21,2,278,60.2,,kongguobing,0.1,0.2,0.7,1,,5.8,FALSE,138,,30,0.8,¿Õ¹ø±ý,243.2,0,8.6,24.2,0.1,http://s.boohee.cn/house/food_mid/m_kongguomomo.jpg,,,0.1,100,1.7,1
22,20,259,51,,laobing_biaozhunfen,0.2,2.3,1.9,1,,2.4,FALSE,141,0,51,1.2,ÀÓ±ý,149.3,,7.5,7.5,0,http://s.boohee.cn/house/new_food/mid/b2fe364fba02454e89153207607ae6f9.jpg,,,1,100,0.9,1
23,38,223,45.7,,mantou_junzhi,0.1,1.1,1.3,2,,1.8,FALSE,138,0.1,30,0.8,ÂøÍ·,165.1,,7,8.5,0,http://s.boohee.cn/house/upload_food/2017/11/3/mid_photo_url_233315ed65cdcad2e1d77eb71ab7a27e.jpg,,,0.7,100,0.7,1
26,51,298,60.6,,shaobing_jiatang,0.2,2.1,2.1,3,,1.6,FALSE,122,0,26,,ÉÕ±ý(¼ÓÌÇ),62.5,1.1,8,12.2,,http://s.boohee.cn/house/new_food/mid/1ec807aa4ffc4696af153c5c5888f4a2.jpg,,,0.4,100,0.4,1
27,46,403,40.4,,youbing,0.3,22.9,2,3,,2.3,FALSE,106,0.1,13,0.7,ÓÍ±ý,572.5,,7.9,10.6,0.1,http://s.boohee.cn/house/food_mid/mid_photo_201022427.jpg,,,13.7,100,1,1
28,6,388,50.1,,youtiao,0.2,17.6,0.9,3,,1,FALSE,227,0.1,19,0.5,ÓÍÌõ,585.2,0.7,6.9,8.6,0,http://s.boohee.cn/house/new_food/mid/13a3ac036fbe4d1fb84a6d393e7cf20c.jpg,,,3.2,100,0.8,1
29,76,142,12.3,,shuimianjin,0.2,0.1,0.9,1,,4.2,FALSE,69,0.1,26,0.9,Ë®Ãæ½î£¨ÅÝ·¢ºó£©,15,1.1,23.5,1,0.1,http://s.boohee.cn/house/new_food/mid/aedc99f00e9e4eaba34f4bcf264fcee7.jpg,,,0.7,100,1.8,1
30,29,493,39.1,,youmianjin,0.5,25.1,1.3,1,,2.5,FALSE,45,0.1,40,1.3,ÓÍÃæ½î,29.5,2.2,26.9,22.8,0,http://s.boohee.cn/house/new_food/mid/31ddf35e2ecb413485c127ae5212ef43.jpg,,,7.2,100,2.3,1
31,13,347,77.2,,daomi_junzhi,0.3,0.8,0.7,1,2.3,2.3,FALSE,103,0.1,34,1.3,µ¾Ã×,3.8,1.9,7.4,2.2,0.1,http://s.boohee.cn/house/new_food/mid/8e26ddd0461d476086c307ce549ed76d.jpg,,,0.5,100,1.7,1
48,12,341,68.3,,heimi,0.2,2.5,3.9,1,,1.6,FALSE,256,0.1,147,1.7,ºÚÃ×,7.1,7.9,9.4,3.2,0.3,http://s.boohee.cn/house/new_food/mid/3ec955daba974056a0bba3e8dc459a41.jpg,,,0.2,100,3.8,1
49,8,347,71.8,,xiangdami,0.5,0.9,0.6,1,2.3,5.1,FALSE,49,0.1,12,1.8,Ïã´óÃ×,21.5,2.6,12.7,4.6,,http://s.boohee.cn/house/new_food/mid/7cd9cb34012847318f6d22ea8614ccd1.jpg,,,0.7,100,0.7,1
50,26,350,77.5,,nuomi_junzhi,0.3,1,0.8,2,,1.4,FALSE,137,0,49,1.5,Å´Ã×,1.5,2.3,7.3,2.7,0.1,http://s.boohee.cn/house/new_food/mid/dc842304146a488eb1037c5ce399d122.jpg,,,1.3,100,1.5,1
53,13,346,73.7,,zihongnuomi,0.3,1.7,1.4,1,,3.9,FALSE,219,0.1,16,2.4,×ÏºìÅ´Ã×,4,4.2,8.3,2.9,0.3,http://s.boohee.cn/house/new_food/mid/de4385295aa34e108a1d3d0df6d06312.jpg,,,1.4,100,2.2,1
56,7,116,25.6,,mifan_zheng,0.1,0.3,0.3,2,,1.3,FALSE,30,0,15,0.6,Ã×·¹,2.5,1.9,2.6,0.4,0,http://s.boohee.cn/house/new_food/mid/a298b57791c0496f8e1f0688cb62ed7d.jpg,,,,100,0.9,1
57,7,118,26,,jingmifan_zheng,0.1,0.3,0.2,1,,2.2,FALSE,39,0,20,0.9,¾¬Ã×·¹(Õô),3.3,2,2.6,0.4,,http://s.boohee.cn/house/new_food/mid/47ce24f3f3d2403692049f3146025b91.jpg,,,,100,1.4,1
58,6,115,25.6,,xianmifan_zheng,0,0.2,0.4,1,,0.3,FALSE,21,0,10,0.3,ôÌÃ×·¹(Õô),1.7,1.7,2.5,,0,http://s.boohee.cn/house/new_food/mid/dbf58dfae5f74107938a7d39ffc04291.jpg,,,,100,0.5,1
59,7,47,9.8,,jingmizhou,0,0.3,0.1,1,,0.1,FALSE,13,0,7,0.2,¾¬Ã×Öà,2.8,0.2,1.1,0.2,,http://s.boohee.cn/house/new_food/mid/b1791dd71e8745338effb1408b379105.jpg,,,,100,0.2,1
63,,112,19.9,,yumi_xian,0.1,1.2,2.9,1,,1.1,FALSE,238,0.1,32,0.2,ÓñÃ×(ÏÊ),1.1,1.8,4,1.6,0.2,http://s.boohee.cn/house/new_food/mid/638a7bc294f04f8692fd4f8714d3c3f7.jpg,,16,0.5,100,0.9,1
64,10,352,66.7,,yumi_bai_gan,0.3,3.8,8,1,,2.2,FALSE,262,0.1,95,0.5,ÓñÃ×(°×£¬¸É),2.5,2.3,8.8,4.1,0.3,http://s.boohee.cn/house/new_food/mid/7ed2120b874b4487a27db910484f58d1.jpg,,,8.2,100,1.9,1
65,14,348,66.4,,yumi_huang_gan,0.3,3.8,6.4,1,,2.4,FALSE,300,0.1,96,0.5,ÓñÃ×(»Æ£¬¸É),3.3,2.5,8.7,3.5,0.2,http://s.boohee.cn/house/new_food/mid/454c4602b91b4062bdc8b6f69e39f6f0.jpg,17,,3.9,100,1.7,1
67,22,352,69.6,,yumimian_huang,0.4,3.3,5.6,2,,3.2,FALSE,249,0.1,84,0.5,ÓñÃ×Ãæ(»Æ),2.3,2.3,8.1,2.5,0.3,http://s.boohee.cn/house/new_food/mid/436e24f101484a8a987b78bb62334177.jpg,7,,3.8,100,1.4,1
69,49,354,72,,yumisan_huang,0.2,3,3.6,1,,2.4,FALSE,177,0.1,151,0.2,ÓñÃ×ôÖ(»Æ),1.7,1.2,7.9,4.9,0.1,http://s.boohee.cn/house/new_food/mid/be06dc0c35c74af1aea8087f46a668f8.jpg,,,0.6,100,1.2,1
70,6,16,0,,yumisun_guantou,0,0.2,4.9,1,,0.1,FALSE,36,,,0.1,ÓñÃ×Ëñ(¹ÞÍ·),170.9,,1.1,0.8,,http://s.boohee.cn/house/new_food/mid/7a74d0a0f71549b49645588b8a00b833.jpg,7,,,100,0.3,4
74,41,361,75.1,,xiaomi,0.5,3.1,1.6,1,3.7,5.1,FALSE,284,0.1,107,0.9,Ð¡Ã×,4.3,1.5,9,4.7,0.3,http://s.boohee.cn/house/new_food/mid/592d5dd2aed04f63be97e9f6fbef04b0.jpg,17,,3.6,100,1.9,1
76,10,46,8.4,,xiaomizhou,0.1,0.7,0,1,,1,FALSE,19,0.1,22,0.2,Ð¡Ã×Öà,4.1,0.9,1.4,0.3,0,http://s.boohee.cn/house/new_food/mid/7fe42c6a72b24713a4edecc58df3959c.jpg,,,0.3,100,0.4,1
81,12,376,79.5,,mizimi_chaomi,0.5,2.6,1,1,,14.3,FALSE,252,0,112,0.6,ÃÓ×ÓÃ×(³´Ã×),10.7,0.7,8.1,4.5,0.3,http://s.boohee.cn/house/new_food/mid/988644226d50455aa9e082ba14b3a2c9.jpg,,,,100,1.9,1
85,27,376,63.2,,dimaimian,0.9,7.2,4.6,1,,13.6,FALSE,319,0,146,3.9,Ý¯ÂóÃæ,2.2,3.9,12.2,0.5,0.4,http://s.boohee.cn/house/new_food/mid/bf205384193642ef932900700f54ed1e.jpg,3,,8,100,2.2,1
86,42,361,69.1,,yimi,0.3,3.3,2,1,,3.6,FALSE,238,0.2,88,1.4,Þ²Ã×,3.6,2,12.8,3.1,0.2,http://s.boohee.cn/house/new_food/mid/79dbfc141a63410fa0e4bc75c59f20cd.jpg,,,2.1,100,1.7,1
88,8,77,16.5,,malingshu,0.1,0.2,0.7,1,1.2,0.8,FALSE,342,0,23,0.1,ÂíÁåÊí,2.7,1.1,2,0.8,0.1,http://s.boohee.cn/house/new_food/mid/645ec1993da4478c8697975350784a7a.jpg,5,27,0.3,100,0.4,1
91,24,106,24.2,,ganshu_baixin,0.2,0.2,1,1,,0.8,FALSE,174,0,17,0.2,°×Êí,58.2,0.6,1.4,0.6,0.1,http://s.boohee.cn/house/new_food/mid/5e0628fda510432cb0636cd2c1bebab2.jpg,37,24,0.4,100,0.2,1
92,23,102,23.1,,ganshu_hongxin,0.2,0.2,1.6,1,,0.5,FALSE,130,0,12,0.1,ºìÊí,28.5,0.6,1.1,0.5,0,http://s.boohee.cn/house/new_food/mid/955dbddf7e9f4fc59191b998b4792c01.jpeg,125,26,0.3,100,0.2,1
93,112,344,78.5,,ganshupian,0.5,0.8,2,3,,3.7,FALSE,353,0.1,102,1.1,¸ÊÊíÆ¬,26.4,1.1,4.7,2.6,0.2,http://s.boohee.cn/house/new_food/mid/9c5daaf7692446c996cb4713dd4fe007.jpg,25,9,0.4,100,0.4,1
94,33,336,80.8,,ganshufen,0.1,0.2,0.1,1,,10,FALSE,66,0.1,102,0.3,¸ÊÊí·Û,26.4,0.2,2.7,2.6,0,http://s.boohee.cn/house/new_food/mid/8813181f273b4cdabc5eacae974b626e.jpg,3,,,100,0.3,1
100,8,373,92.9,,oufen,0.2,0,0.1,1,,17.9,FALSE,35,0,2,0.3,Åº·Û,10.8,0.4,0.2,2.1,,http://s.boohee.cn/house/new_food/mid/eb7fe141e12f44e1af19039148ce448c.jpg,,,,100,0.2,1
101,36,344,85.3,,guihuaoufen,0.1,0.1,0,1,,20.8,FALSE,14,0,5,0.3,¹ð»¨Åº·Û,6.5,0.2,0.4,0.4,,http://s.boohee.cn/house/new_food/mid/2c855a0ec3664ec3a90f6fb1dcc3d01c.jpg,,,,100,0.2,1
102,45,186,4.4,,moyujingfen,0.2,0.1,74.4,1,,1.6,FALSE,299,0.1,66,0.9,Ä§Óó¾«·Û,49.9,0.4,4.6,350.2,,http://s.boohee.cn/house/new_food/mid/6751ebc5351842c1bac9c0b64e34bbc1.jpg,,,,100,2.1,1
103,31,338,82.6,,fensi,0.1,0.2,1.1,1,,6.4,FALSE,18,0,11,0.2,·ÛË¿£¨¸É£©,9.3,0.4,0.8,3.4,0,http://s.boohee.cn/house/new_food/mid/b132e1b0265a408899e3feb5cff08182.jpg,,,,100,0.3,1
104,10,368,91.4,,wandoufensi,0.1,0,0.3,1,,3.5,FALSE,6,,4,0.1,Íã¶¹·ÛË¿,5,,0.4,,0,http://s.boohee.cn/house/new_food/mid/6b622da57145423db9437e2b1893389f.jpg,,,,100,0.3,1
105,35,339,84.2,,fentiao,0.2,0.1,0.6,1,,5.2,FALSE,18,,11,0.2,·ÛÌõ£¨¸É£©,9.6,0.1,0.5,2.2,0,http://s.boohee.cn/house/new_food/mid/b765946d1081463ea45ad5b68d63d488.jpg,,,,100,0.8,1
106,191,390,18.7,,huangdou,1.4,16,15.5,1,9.7,8.2,FALSE,1503,0.2,199,2.3,»Æ¶¹,2.2,2.1,35,6.2,0.4,http://s.boohee.cn/house/new_food/mid/f61c1e6c6a6a465d8d72040d73fe5971.jpg,37,,18.9,100,3.3,3
107,224,401,23.4,,heidou,1.6,15.9,10.2,1,,7,FALSE,1377,0.3,243,2.8,ºÚ¶¹,3,2,36,6.8,0.2,http://s.boohee.cn/house/new_food/mid/6a5cbd9dad95474db8539d319b592158.jpg,5,,17.4,100,4.2,3
108,200,398,22.8,,qingdou,1.4,16,12.6,1,,8.4,FALSE,718,0.2,128,2.3,Çà¶¹,1.8,3,34.5,5.6,0.4,http://s.boohee.cn/house/new_food/mid/f592bb755daa48a5b4bc4d447ad1ae68.jpg,132,,10.1,100,3.2,3
109,207,432,30.6,,huangdoufen,1.4,18.3,7,1,,8.1,FALSE,1890,0.2,129,2,»Æ¶¹·Û,3.6,2.5,32.7,2.5,0.3,http://s.boohee.cn/house/new_food/mid/01c1238a1c8c493e8055b47164849b0a.jpg,63,,33.7,100,3.9,3
110,175,401,84.3,,doufuhua,0.3,2.6,0,1,,3.3,FALSE,339,0,60,0.5,¶¹¸¯»¨£¨¸É£©,,0.4,10,1.7,0,http://s.boohee.cn/house/new_food/mid/9174ef59ffdd4b67a173667f9d7ebc22.jpg,42,,5,100,0.8,3
111,101,426,64.6,,doujiangfen,0.7,9.4,2.2,1,,3.7,FALSE,771,0.1,122,1.2,¶¹½¬·Û,26.4,0.7,19.7,3.3,0.1,http://s.boohee.cn/house/new_food/mid/2499cdf15a074744bb67af4c5540aa46.jpg,,,18,100,1.8,3
112,154,325,30.3,,doupo,1.1,2.1,7.6,1,,14.9,FALSE,1391,0.2,158,2.5,¶¹ÆÉ,76,2.5,42.5,1.5,0.5,http://s.boohee.cn/house/new_food/mid/0e7391838c5c498db2c2908721962446.jpg,,,5.8,100,0.5,3
113,144,333,42.1,,doupo_penghua,1.2,0.7,5.9,1,,9.8,FALSE,950,0.1,60,1.8,¶¹ÆÉ(Åò»¯),3.3,5.8,36.6,2.8,,http://s.boohee.cn/house/new_food/mid/278c9bf716204181b3525edef59cda4c.jpg,,,1.1,100,3.2,3
114,164,82,3.8,,doufu_junzhi,0.3,3.7,0.4,1,7.7,1.9,FALSE,125,0,27,0.5,¶¹¸¯,7.2,0.2,8.1,2.3,0,http://s.boohee.cn/house/new_food/mid/be165e3c901a4acea7192f5cacab805e.jpg,,,2.7,100,1.1,3
115,138,99,1.5,,doufu_bei,0.2,4.8,0.5,1,,2.5,FALSE,106,0,63,0.7,¶¹¸¯(±±),7.3,0.3,12.2,1.6,0.1,http://s.boohee.cn/house/new_food/mid/18db3f6a77634f75a2c13391c81dbb27.jpg,5,,6.7,100,0.6,3
116,116,57,2.4,,doufu_nan,0.1,2.5,0.2,1,,1.5,FALSE,154,0,36,0.4,¶¹¸¯(ÄÏ),3.1,1,6.2,2.6,0,http://s.boohee.cn/house/new_food/mid/4a759dc2185f498299301112baab9e0c.jpg,,,3.6,100,0.6,3
117,17,50,2.9,,doufu_neizhi,0.1,1.9,0.4,1,,0.8,FALSE,95,0,24,0.3,ÄÚõ¥¶¹¸¯,6.4,0.3,5,0.8,0.1,http://s.boohee.cn/house/new_food/mid/e39c29df26c64548a48b0abbf67e291e.jpg,,,3.3,100,0.6,3
118,18,15,0,,doufunao,0.3,0.8,0,1,,0.9,FALSE,107,0,28,0.3,¶¹¸¯ÄÔ,2.8,0.4,1.9,,0,http://s.boohee.cn/house/new_food/mid/3cbd19e602a746f1aac95284eb9a098d.jpeg,,,10.5,100,0.5,3
119,10,16,1.1,,doujiang,0.1,0.7,1,1,,0.5,FALSE,48,0,9,0.1,¶¹½¬,3,0.1,1.8,0.1,0,http://s.boohee.cn/house/new_food/mid/0510bdcf6e1d4626ad92e59ac1149d3c.jpg,15,,0.8,100,0.2,3
120,23,30,1.8,5,dounai,5.6,1.5,0,1,,0.6,FALSE,92,0.1,7,0.1,¶¹ÄÌ,3.2,0.3,2.4,0.7,0,http://s.boohee.cn/house/new_food/mid/946ce5c0b59345699b59995e0f17e41e.jpg,,,4.5,100,0.2,3
122,32,67,11.8,,suandounai,0.1,1.2,0,1,,0.4,FALSE,70,,16,0.1,Ëá¶¹ÄÌ,18.6,0.7,2.2,0.2,0.1,http://s.boohee.cn/house/new_food/mid/4244753b72d14874b688a31c5dc08d43.jpg,,,1.1,100,0.2,3
123,204,203,5.1,,doufusi,0.3,10.5,1.1,1,,9.1,FALSE,74,0.1,127,1.7,¶¹¸¯Ë¿,20.6,0.5,21.5,1.4,0,http://s.boohee.cn/house/new_food/mid/af3598e82daf4e44ae6f7f6e5e0859d9.jpg,5,,9.8,100,2,3
124,5,451,3.7,,doufusi_gan,0.3,22.8,0,1,,1.3,FALSE,7,0.6,,2.4,¶¹¸¯Ë¿(¸É),110,,57.7,2.7,0.3,http://s.boohee.cn/house/new_food/mid/597bb5b5aa4344389eaf03e1cda278cc.jpg,,,7.8,100,3.6,3
125,152,304,12.3,,doufusi_you,0.3,17.1,2.2,1,,5,FALSE,208,0.1,93,1.4,¶¹¸¯Ë¿(ÓÍ),769.4,1.8,24.2,6.1,0,http://s.boohee.cn/house/new_food/mid/cdc635c086254be6a5f920e9dd17d969.jpg,3,,17.8,100,3,3
126,156,203,6.2,,doufujuan,0.4,11.6,1,1,,6.1,FALSE,82,0,152,1.7,¶¹¸¯¾í,81.1,0.4,17.9,2.5,0,http://s.boohee.cn/house/new_food/mid/e6d8598ec7084a759400685bb2769955.jpg,30,,27.6,100,2.8,3
127,116,410,18.6,,doufupi,1.9,17.4,0.2,1,,13.9,FALSE,536,0.1,111,3.5,¶¹¸¯Æ¤,9.4,1.5,44.6,2.3,0.3,http://s.boohee.cn/house/new_food/mid/51ad690d11d240bdb8fa2eb77db19bc1.jpg,,,20.6,100,3.8,3
128,147,245,4.3,,youdoufu,0.3,17.6,0.6,1,,5.2,FALSE,158,0,72,1.4,ÓÍ¶¹¸¯,32.5,0.3,17,0.6,0.1,http://s.boohee.cn/house/new_food/mid/ef8004f1f40b4deb90884495ba06564f.jpg,5,,24.7,100,2,3
129,77,461,21.3,,fuzhu,1.3,21.7,1,1,,16.5,FALSE,553,0.1,71,2.6,¸¯Öñ£¨¸É£©,26.5,0.8,44.6,6.7,0.1,http://s.boohee.cn/house/new_food/mid/742cb8456be741358e7a3aab760585c9.jpg,,,27.8,100,3.7,3
130,49,478,18.1,,zhizhu,0.8,24.7,2.7,1,,10.8,FALSE,837,0.1,162,2.9,Ö¦Öñ,83,0.9,44.4,6.1,0.1,http://s.boohee.cn/house/new_food/mid/f17a151a1f5e40218cd17d99478257fc.jpg,,,26.8,100,3.2,3
131,313,262,4.5,,qianzhang,0.5,16,1,1,,6.4,FALSE,94,0.1,80,2,Ç§ÕÅ,20.6,0.2,24.5,1.8,0,http://s.boohee.cn/house/new_food/mid/f909500831eb4f859e055e632dcd222b.JPG,5,,23.4,100,2.5,3
132,308,142,10.7,,doufugan_junzhi,0.8,3.6,0.8,1,46.2,4.9,FALSE,140,0.1,64,1.3,¶¹¸¯¸É,76.5,0.3,16.2,0,0,http://s.boohee.cn/house/new_food/mid/3239c3fb96994a6988bba864373038dc.jpg,,,,100,1.8,3
133,179,137,4.7,,doufugan_caigan,0.2,7.1,0.3,2,,3,FALSE,70,0,81,0.8,¶¹¸¯¸É(²Ë¸É),633.6,0.3,13.4,0.5,0,http://s.boohee.cn/house/new_food/mid/f85d3f71c35a44e49107668c7b7a6fa2.jpg,,,0.6,100,1.4,3
134,720,99,4.1,,doufugan_chougan,0.3,4.6,0.4,1,,4.2,FALSE,136,0.1,40,0.9,¶¹¸¯¸É(³ô¸É),33.8,0.1,10.2,3.3,0,http://s.boohee.cn/house/new_food/mid/2e6ab6cea20b44609bf2077bc3385603.jpg,,,,100,1,3
135,413,157,3.7,,doufugan_jiangyougan,1.3,9.1,0.3,1,,5.9,FALSE,130,0,46,1.4,¶¹¸¯¸É(½´ÓÍ¸É),90.3,,14.9,,0,http://s.boohee.cn/house/new_food/mid/667bfa58a48d4f7b86cb6d513d2a4beb.jpg,,,16.4,100,1.2,3
136,731,339,31.8,,doufugan_lugan,0.6,16.7,1.6,1,,3.9,FALSE,134,0.1,43,0.8,¶¹¸¯¸É(Â±¸É),40.9,0.2,14.5,,0,http://s.boohee.cn/house/new_food/mid/fb15dfecd64a482db6bceffcdfb4bfe4.jpg,,,,100,3.6,3
137,134,135,8.9,,doufugan_pubaogan,0.2,5.7,0,1,,9.1,FALSE,236,0,21,1,¶¹¸¯¸É(ÆÑ°ü¸É),633.1,,12.1,,0,http://s.boohee.cn/house/new_food/mid/a4278e2c646d4cd7bcb850a8e22281ea.jpg,,,14.1,100,1.7,3
138,299,152,4.3,,doufugan_xianggan,0.4,7.8,0.8,1,,5.7,FALSE,99,0,88,1.2,¶¹¸¯¸É(Ïã¸É),234.1,0.3,15.8,3.2,0,http://s.boohee.cn/house/new_food/mid/b9cb687a65bb4250b00096d38b60f462.jpg,7,,15.9,100,1.6,3
139,1019,174,5,,doufugan_xiaoxianggan,0.4,9.1,0.4,1,,23.3,FALSE,141,0.1,87,1.6,¶¹¸¯¸É(Ð¡Ïã¸É),372.3,,17.9,23.6,0,http://s.boohee.cn/house/new_food/mid/342bcb50ad4148e5bbf60f54996bceea.jpg,,,7.4,100,2.6,3
140,173,154,8.8,,doufugan_xungan,0.2,6.2,0.3,1,,3.9,FALSE,136,0,109,1.1,¶¹¸¯¸É(Ñ¬¸É),232.7,1,15.8,8.9,0,http://s.boohee.cn/house/new_food/mid/bf64c3551b8446748b6c98ad234a02ea.jpg,2,,7,100,1.8,3
141,5,203,3.7,,douganjian,0.1,12,5.7,2,,7.4,FALSE,24,0.1,25,1.4,¶¹¸Î¼â,614.5,0.1,17.2,3.2,0,http://s.boohee.cn/house/new_food/mid/ecf94af430c5496ea2a1515b007ba584.jpg,,,37.6,100,1.9,3
142,445,155,12,,sudachang,1.1,3.6,1,1,,3.8,FALSE,179,0,56,1.1,ËØ´ó³¦,144.7,0.1,18.1,,0,http://s.boohee.cn/house/new_food/mid/67ab3f1b78344b3aac5fec2719cc8b87.jpg,,,,100,4,3
143,8,213,3.9,,suhuotui,0.2,13.2,0.9,2,,7.3,FALSE,24,0,25,1.6,ËØ»ðÍÈ,675.9,0.1,19.1,3.2,0,http://s.boohee.cn/house/new_food/mid/aaec7bf1b048413599bc6990545fefdb.png,,,26,100,2,3
144,319,194,3.3,,suji,0.3,12.5,0.9,1,,5.3,FALSE,42,0,61,1.1,ËØ¼¦,373.8,0.4,16.5,6.7,0,http://s.boohee.cn/house/new_food/mid/f13d54333ca84ffbb0acd8329cbc033e.jpg,10,,17.8,100,1.7,3
145,103,197,4.5,,sujisijuan,0.2,13.7,5.6,1,,6,FALSE,56,0,121,1.6,ËØ¼¦Ë¿¾í,,0.5,11.2,2.3,0,http://s.boohee.cn/house/new_food/mid/164b9c8dcc18448594f3761e8d693bb9.jpg,5,,27.7,100,1.5,3
146,174,177,6.3,,sushijin,0.2,10.2,2,1,,6,FALSE,143,0,45,1.1,ËØÊ²½õ,475.1,0.5,14,2.8,0.1,http://s.boohee.cn/house/new_food/mid/126aba461fca4ec2a6247b27808998a2.jpg,,,9.5,100,1.3,3
148,30,121,9.1,,kaofu,0.3,0.3,0.2,1,,2.7,FALSE,25,0.1,38,0.7,¿¾ôï,230,1.2,20.4,,0,http://s.boohee.cn/house/new_food/mid/a2883dbaf7dc4c4b81ef0bc6664da780.jpg,,,0.4,100,1.2,1
149,81,329,55.6,,lvdou,1.1,0.8,6.4,1,,6.5,FALSE,787,0.1,125,1.1,ÂÌ¶¹,3.2,2,21.6,4.3,0.3,http://s.boohee.cn/house/new_food/mid/b6b1d0e8c5de42c2abe84a1e0fb9ebce.jpg,22,,11,100,2.2,1
151,18,122,12.7,,lvdoubing,0.2,1.2,0,1,,1,FALSE,16,0,2,0.3,ÂÌ¶¹±ý£¨ÉÙÌÇÉÙÓÍ£©,3.1,,15.2,,0.1,http://s.boohee.cn/house/new_food/mid/9583501e405d4bfeb7b4da8d89a8965e.jpg,,,,100,0.4,11
152,74,324,55.7,,chixiaodou,0.6,0.6,7.7,1,7.8,7.4,FALSE,860,0.1,138,1.3,ºì¶¹,2.2,2,20.2,3.8,0.2,http://s.boohee.cn/house/new_food/mid/b2b70ff286de42978cf069243b70cdf2.jpg,13,,14.4,100,2.2,1
153,13,62,13.1,,xiaodouzhou,0,0.4,0.6,1,,0.6,FALSE,45,,17,0.1,Ð¡¶¹Öà,2.3,0.2,1.2,0.5,,http://s.boohee.cn/house/new_food/mid/59e3fd67b5234af2890836b02e426eb1.jpg,,,0.2,100,0.3,1
154,42,247,51,,dousha,0.1,1.9,1.7,2,,8,FALSE,139,0.1,2,0.3,¶¹É³,23.5,0.3,5.5,0.9,0,http://s.boohee.cn/house/new_food/mid/a9c7aefee03843fbb9f2222cecb31732.jpg,,,4.4,100,0.3,1
155,2,256,47.2,,hongdouxian,0.1,3.6,7.9,1,,1,FALSE,226,0.1,13,0.3,ºì¶¹ÏÚ,3.3,1.7,4.8,0.7,0,http://s.boohee.cn/house/new_food/mid/ff16e1b9e0b646f492333e031b59a0c2.jpg,,,9.2,100,0.9,1
158,,315,47.4,,yundou_bai,,1.4,9.8,1,,,FALSE,,0.3,,,Ü¿¶¹(°×),,2.4,23.4,,0.2,http://s.boohee.cn/house/new_food/mid/8d23dcddab0c41e4961a9c838706f40a.jpg,,,6.2,100,,1
