id,calcium,calory,carbohydrate,cholesterol,code,copper,fat,fiber_dietary,health_light,iodine,iron,is_liquid,kalium,lactoflavin,magnesium,manganese,name,natrium,niacin,protein,selenium,thiamine,thumb_image_url,vitamin_a,vitamin_c,vitamin_e,weight,zinc,category
736,14,508,11.2,82,xiangchang,0.3,40.7,0,3,11.6,5.8,FALSE,453,0.1,52,0.4,Ïã³¦,2309.2,4.4,24.1,8.8,0.5,http://s.boohee.cn/house/new_food/mid/53523f1d20a041b78bfbf85b9f83142c.jpg,,,1.1,100,7.6,2
737,6,290,1.3,,xiangchang_guantou,0.1,28.1,0,3,,0.6,FALSE,70,0.2,8,,Ïã³¦(¹ÞÍ·),874.3,1.9,7.9,2.1,0.2,http://s.boohee.cn/house/new_food/mid/f0e02cf9d01d4735945720ba7fdd05b2.jpg,,,0.9,100,1,2
738,10,280,6,72,xiaohongchang,0.1,23.2,0,3,,2.2,FALSE,183,0.1,14,0.1,Ð¡ºì³¦,682.2,2.6,11.8,4.9,0.3,http://s.boohee.cn/house/food_mid/m_hongchang.JPG,158,,0.2,100,2.1,2
740,2,261,24.9,47,wucanchang,0.3,16.6,0,3,,4.7,FALSE,102,0.7,26,0.2,Îç²Í³¦,552.8,0.4,2.9,5.6,0.1,http://s.boohee.cn/house/new_food/mid/8281d4e0a4cd4ba7b00c6b6808769154.jpg,65,,0.2,100,2.2,2
742,1,117,1.9,45,fangtui,0.1,5,0,1,,3,FALSE,222,0.2,2,0,·½ÍÈ,424.5,17.4,16.2,7.2,0.5,http://s.boohee.cn/house/new_food/mid/662bcaba99714978b56c951918809a4d.jpg,,,0.2,100,2.6,2
743,3,330,4.9,120,huotui,0.1,27.4,0,3,1.9,2.2,FALSE,220,0.1,20,0,»ðÍÈ,1086.7,8.6,16,3,0.3,http://s.boohee.cn/house/new_food/mid/427e84005ecf472aae59364fc4c8bc29.jpg,46,,0.8,100,2.2,2
746,23,125,2,84,niurou_feishou,0.2,4.2,0,1,,3.3,FALSE,216,0.1,20,0,Å£Èâ(·ÊÊÝ),84.2,5.6,19.9,6.5,0,http://s.boohee.cn/house/new_food/mid/6d7df6e9492e436aafdbf3cfea88ae47.jpg,7,,0.7,100,4.7,2
747,19,123,0,71,niurou_fulei,0.1,5.4,0,1,,2.7,FALSE,217,0.1,14,0.1,Å£Èâ(¸­Àß),66.6,3.1,18.6,2.4,0.1,http://s.boohee.cn/house/new_food/mid/080dbb6ba8a34ac3a114b730c4634d56.jpg,7,,0.4,100,4.1,2
748,5,106,1.1,74,niurou_houtui,0.1,2,0,1,,3.3,FALSE,197,0.1,21,0,Å£Èâ(ºóÍÈ),45.4,6.1,20.9,5,0,http://s.boohee.cn/house/new_food/mid/d001d18c01b7473a99635c77e2336722.jpg,3,,1,100,4.1,2
749,5,98,2.2,54,niurou_houjian,0.1,1,0,1,,4.2,FALSE,182,0.2,20,0,Å£Èâ(ºóëì),85.3,4.8,20.1,3.8,0,http://s.boohee.cn/house/new_food/mid/6f71eeb461714f56a1516de48cc8dcf1.jpg,3,,0.8,100,3.9,2
750,3,107,2.4,63,niurou_liji,0.1,0.9,0,1,,4.4,FALSE,140,0.2,29,,Å£Èâ(Àï¼¹),75.1,7.2,22.2,2.8,0.1,http://s.boohee.cn/house/new_food/mid/2e6cb24b9dfe4cbeaeaa8001ef17603d.jpg,4,,0.8,100,6.9,2
752,5,113,5.1,80,niurou_qianjian,0.1,1.3,0,1,,3.2,FALSE,182,0.2,22,,Å£Èâ(Ç°ëì),83.1,5,20.3,5,0,http://s.boohee.cn/house/new_food/mid/ce339a74f7ab4fcfae3739575451ccee.jpg,2,,0.4,100,7.6,2
753,9,106,1.2,58,niurou_shou,0.2,2.3,0,1,10.4,2.8,FALSE,284,0.1,21,0,Å£Èâ(ÊÝ),53.6,6.3,20.2,10.6,0.1,http://s.boohee.cn/house/new_food/mid/c83942987f6b4d0881ede7fca001a14e.jpg,6,,0.4,100,3.7,2
758,40,72,0,104,niudu,0.1,1.6,0,1,,1.8,FALSE,162,0.1,17,0.2,Å£¶Ç,60.6,2.5,14.5,9.1,0,http://s.boohee.cn/house/new_food/mid/8f18c6f0bdb0474c83646b6bc50cba44.jpg,2,,0.5,100,2.3,2
765,20,246,3.2,76,jiangniurou,0.1,11.9,0,3,1.2,4,FALSE,148,0.2,27,0.3,½´Å£Èâ,869.2,4.4,31.4,4.4,0.1,http://s.boohee.cn/house/new_food/mid/e31099973b4049c3baa711caf25efdab.jpg,11,,1.3,100,7.1,2
767,43,550,1.9,120,niurougan,0.3,40,0,2,,15.6,FALSE,510,0.3,107,0.2,Å£Èâ¸É,412.4,15.2,45.6,9.8,0.1,http://s.boohee.cn/house/new_food/mid/259b58b230da42d59e80a23eac48a5ea.JPG,,,,100,7.3,2
768,65,326,29.5,116,kaliniurougan,0.3,2.7,0,1,,18.3,FALSE,576,0.3,26,0.5,¿§Á¨Å£Èâ¸É,2075,6.1,45.9,5.2,0,http://s.boohee.cn/house/new_food/mid/aa5b14643d754baba85c4af322c9fb8f.JPG,86,,15.3,100,7.6,2
770,13,147,0.1,51,niutijin_shu,0,0.6,0,1,,1.7,FALSE,48,,8,0,Å£Ìã½î(Êì),99.3,,35.2,4.4,,http://s.boohee.cn/house/new_food/mid/781fa13268e04ac4bf735027d6d7fa1a.jpg,,,,100,1,2
771,6,203,0,92,yangrou_feishou,0.8,14.1,0,1,,2.3,FALSE,232,0.1,20,0,ÑòÈâ(·ÊÊÝ),80.6,4.5,19,32.2,0.1,http://s.boohee.cn/house/new_food/mid/27bac97928124c8794676a8ccd17a1b2.jpg,22,,0.3,100,3.2,2
772,17,285,3.8,77,yangrou_dong,0.2,24.4,0,3,,5.2,FALSE,587,0.1,37,0.1,ÑòÈâ(¶³),122.2,4.4,12.6,3.2,0,http://s.boohee.cn/house/new_food/mid/9b6b20037daa4c80b6a0521e34c66442.jpg,,,,100,7.7,2
773,6,110,0.3,83,yangrou_houtui,0.2,3.4,0,1,,2.7,FALSE,143,0.2,20,0.1,ÑòÈâ(ºóÍÈ),60,6,19.5,4.5,0.1,http://s.boohee.cn/house/new_food/mid/7767170c4b9443aa9a4581d0b893acda.jpg,8,,0.3,100,2.2,2
778,9,118,0.2,60,yangrou_shou,0.1,3.9,0,1,7.7,3.9,FALSE,403,0.2,22,0,ÑòÈâ(ÊÝ),69.4,5.2,20.5,7.2,0.2,http://s.boohee.cn/house/new_food/mid/513fd84be7be4ee1acd8eb1c294b9b7c.jpg,11,,0.3,100,6.1,2
793,13,217,0,88,yangrou_shu,0.1,13.8,0,3,,1.9,FALSE,239,0.2,18,0.1,ÑòÈâ(Êì),408,3.7,23.2,8.1,0,http://s.boohee.cn/house/new_food/mid/eb64854e02364b94bd05d9021c7e8189.jpg,18,,0.3,100,2.1,2
794,52,234,6,93,yangrouchuan_diankao,0.2,11.6,0,2,,6.7,FALSE,430,0.3,54,0.3,ÑòÈâ´®(µç¿¾),796.3,5.8,26.4,6.7,0,http://s.boohee.cn/house/new_food/mid/59b561f0e48041c0bbe501379c6d6a9f.jpg,42,,1.8,100,4.9,2
795,4,206,2.4,110,yangrouchuan_kao,0.1,10.3,0,2,,8.5,FALSE,205,0.2,45,0.3,ÑòÈâ´®(¿¾),484.8,6.3,26,3.4,0,http://s.boohee.cn/house/new_food/mid/7877b5ba110142a4aabdba9bd78ec417.jpg,52,,1.4,100,2.3,2
796,38,217,10,109,yangrouchuan_zha,0.1,11.5,0,1,,4.2,FALSE,297,0.4,29,0.2,ÑòÈâ´®(Õ¨),580.8,4.7,18.3,6.5,0,http://s.boohee.cn/house/new_food/mid/f4f54e3962c54e3c8a47f30359a1a965.jpg,40,,6.6,100,3.8,2
808,52,116,1.8,62,gourou,0.1,4.6,0,1,,2.9,FALSE,140,0.2,14,0.1,¹·Èâ,47.4,3.5,16.8,14.8,0.3,http://s.boohee.cn/house/new_food/mid/ca01be85ab204762b295117487476b4d.jpg,12,,1.4,100,3.2,2
811,12,102,0.9,59,turou,0.1,2.2,0,1,,2,FALSE,284,0.1,15,0,ÍÃÈâ,45.1,5.8,19.7,10.9,0.1,http://s.boohee.cn/house/new_food/mid/5d0a10fbcc0e4bababe796fec66b151a.jpg,26,,0.4,100,1.3,2
813,9,167,1.3,106,ji_junzhi,0.1,9.4,0,1,12.4,1.4,FALSE,251,0.1,19,0,¼¦,63.3,5.6,19.3,11.8,0.1,http://s.boohee.cn/house/new_food/mid/cc6af5f869114e978fded427ecb6d7b5.JPG,48,,0.7,100,1.1,2
814,9,124,0,106,ji_tuji_jiayang,0.1,4.5,0,1,,2.1,FALSE,276,0.1,40,0.1,¼¦(ÍÁ¼¦£¬¼ÒÑø),74.1,15.7,20.8,12.8,0.1,http://s.boohee.cn/house/new_food/mid/afad20a2b7ee4dc590eb3ff83ddabaf5.JPG,64,,2,100,1.1,2
819,17,111,0.3,106,wuguji,0.3,2.3,0,1,,2.3,FALSE,323,0.2,51,0.1,ÎÚ¹Ç¼¦,64,7.1,22.3,7.7,0,http://s.boohee.cn/house/new_food/mid/3e10736101f4487f92018bb908a325ef.jpg,,,1.8,100,1.6,2
820,3,133,2.5,82,jixiongfurou,0.1,5,0,1,12.4,0.6,FALSE,338,0.1,28,0,¼¦ÐØ¸¬Èâ,34.4,10.8,19.4,10.5,0.1,http://s.boohee.cn/house/new_food/mid/faa9bdf65f61459db4f9d7e90000dbc7.JPG,16,,0.2,100,0.5,2
821,8,194,4.6,113,jichi,0.1,11.8,0,1,,1.3,FALSE,205,0.1,17,0,¼¦³á,50.8,5.3,17.4,11,0,http://s.boohee.cn/house/new_food/mid/214fa6851a3946b09ec08cf0dda1572f.jpg,68,,0.3,100,1.1,2
822,6,181,0,162,jitui,0.1,13,0,1,,1.5,FALSE,242,0.1,34,0,¼¦ÍÈ,64.4,6,16,12.4,0,http://s.boohee.cn/house/new_food/mid/a977c5158fe84792878f2ecb7e0845d6.jpg,44,,0,100,1.1,2
823,36,254,2.7,103,jizhua,0.1,16.4,0,3,,1.4,FALSE,108,0.1,7,0,¼¦×¦,169,2.4,23.9,10,0,http://s.boohee.cn/house/new_food/mid/5c7a7b5e2c20463ba557044152699ae1.jpg,37,,0.3,100,0.9,2
824,7,121,2.8,356,jigan,0.3,4.8,0,1,1.3,12,FALSE,222,1.1,16,0.2,¼¦¸Î,92,11.9,16.6,38.6,0.3,http://s.boohee.cn/house/new_food/mid/a48adc0ebbd74c71aff8e82b3987bc9c.jpg,10414,,1.9,100,2.4,2
826,54,172,0.6,194,jixin,0.3,11.8,0,1,,4.7,FALSE,220,0.3,11,0,¼¦ÐÄ,108.4,11.5,15.9,4.1,0.5,http://s.boohee.cn/house/new_food/mid/aeb109b7da294b579df9ffdd765b42d5.jpg,910,,,100,1.9,2
828,7,118,4,174,jichun,2.1,2.8,0,1,,4.4,FALSE,272,0.1,15,0.1,¼¦ëÆ,74.8,3.4,19.2,10.5,0,http://s.boohee.cn/house/new_food/mid/a56dd74041c74092a3ad8b7e11d9cb65.jpg,36,,0.9,100,2.8,2
830,25,240,0.1,99,kaoji,0.1,16.7,0,2,,1.7,FALSE,142,0.2,14,0.1,¿¾¼¦,472.3,3.5,22.4,3.8,0.1,http://s.boohee.cn/house/new_food/mid/1cf6e0e9ff624e36bdee76ed0efe640c.jpg,37,,0.2,100,1.4,2
831,109,279,10.5,198,kendeji,0.1,17.3,0,2,,2.2,FALSE,232,0.2,28,0.1,¿ÏµÂ»ù Õ¨¼¦,755,16.7,20.3,11.2,0,http://s.boohee.cn/house/new_food/mid/86cc89a0f3714d309d5eb82dc8df5060.jpg,23,,6.4,100,1.7,2
833,16,190,5.2,116,waguanjitang_rou,0.2,9.5,0,2,,1.9,FALSE,23,0.2,8,,Íß¹Þ¼¦ÌÀ(Èâ),201.2,0.5,20.9,,0,http://s.boohee.cn/house/new_food/mid/09013334554741e8800e582e228f9afa.jpg,63,,1.1,100,2.2,2
834,2,27,0,24,waguanjitang_tang,0,2.4,0,1,,0.3,FALSE,39,0.1,5,,Íß¹Þ¼¦ÌÀ(ÌÀ),251.4,,1.3,,0,http://s.boohee.cn/house/new_food/mid/01abdf46e33f4bad890a9665dbc8a331.jpg,,,0.2,100,,2
836,6,240,0.2,94,ya_junzhi,0.2,19.7,0,3,,2.2,FALSE,191,0.2,14,0.1,Ñ¼,69,4.2,15.5,12.3,0.1,http://s.boohee.cn/house/new_food/mid/f49466df8e2748d0b205abe0975044b7.jpg,52,,0.3,100,1.3,2
839,6,90,4,121,yaxiongfurou,0.3,1.5,0,1,,4.1,FALSE,126,0.1,24,0,Ñ¼ÐØ¸¬Èâ,60.2,4.2,15,12.6,0,http://s.boohee.cn/house/new_food/mid/cfd9414322b44f74ac7df3f37469c2cc.jpg,,,2,100,1.2,2
841,20,146,6.3,49,yachi,,6.1,0,1,,2.1,FALSE,100,0.2,5,,Ñ¼³á,53.6,2.4,16.5,10,0,http://s.boohee.cn/house/new_food/mid/2403f683f16943af9d760506e89f17e1.jpg,14,,,100,0.7,2
842,24,150,6.2,36,yazhang,,1.9,0,2,,1.3,FALSE,28,0.2,3,,Ñ¼ÕÆ,61.1,1.1,26.9,5.4,,http://s.boohee.cn/house/new_food/mid/84b06c9b3cc04d74b465882989d5aef5.jpg,11,,,100,0.5,2
843,31,129,0.4,187,yachang,0.2,7.8,0,1,,2.3,FALSE,136,0.2,13,,Ñ¼³¦,32,3.1,14.2,24.9,0,http://s.boohee.cn/house/new_food/mid/7be646ee013e48cf92c80473b9c20887.jpg,16,,,100,1.2,2
844,18,128,0.5,341,yagan,1.3,7.5,0,1,,23.1,FALSE,230,1.1,18,0.3,Ñ¼¸Î,87.2,6.9,14.5,57.3,0.3,http://s.boohee.cn/house/new_food/mid/49b63e2e2f9c4b5eb0b617acfcf7af7b.jpg,1040,18,1.4,100,3.1,2
848,20,143,2.9,120,yaxin,0.4,8.9,0,1,,5,FALSE,233,0.9,18,,Ñ¼ÐÄ,86.2,8,12.8,15.3,0.1,http://s.boohee.cn/house/new_food/mid/1bfc95f56960498d98641fd93429ea5b.jpg,24,,0.8,100,1.4,2
849,5,108,12.4,95,yaxue_baiya,0.1,0.4,0,1,,30.5,FALSE,166,0.1,8,0,Ñ¼Ñª(°×Ñ¼),173.6,,13.6,,0.1,http://s.boohee.cn/house/new_food/mid/6a1c0e04d42a4077aeafef10cabe1354.jpg,,,0.3,100,0.5,2
853,12,92,2.1,153,yachun,0.2,1.3,0,1,,4.3,FALSE,284,0.2,18,0.1,Ñ¼ëÆ,69.2,4.4,17.9,16,0,http://s.boohee.cn/house/new_food/mid/1af3b11ee296400487cbac1e76e15c12.jpg,6,,0.2,100,2.8,2
856,35,436,6,,beijingkaoya,0.1,38.4,0,3,,2.4,FALSE,247,0.3,13,,±±¾©¿¾Ñ¼,83,4.5,16.6,10.3,0,http://s.boohee.cn/house/new_food/mid/2010e0f3a7bc4732b4175b8488eebdfc.jpg,36,,1,100,1.3,2
858,29,338,0.6,,hongshaoya_guantou,0.1,30.5,0,3,,2.5,FALSE,115,0.2,17,,ºìÉÕÑ¼(¹ÞÍ·),628.3,3.8,15.3,11.5,0.1,http://s.boohee.cn/house/new_food/mid/f7c1d35c9cd341e0bff1efd11bfaf0ea.jpg,26,,0.1,100,1.6,2
859,14,266,6.3,107,jiangya,0.3,18.4,0,3,,4.1,FALSE,236,0.2,13,0,½´Ñ¼,981.3,3.7,18.9,15.7,0.1,http://s.boohee.cn/house/new_food/mid/4fbac8dfd9664d0db230cae9c0b9749c.jpg,11,,,100,2.7,2
861,10,313,2.8,81,yanshuiya_shu,0.3,26.1,0,3,,0.7,FALSE,218,0.2,14,0.1,ÑÎË®Ñ¼(Êì),1557.5,2.5,16.6,15.4,0.1,http://s.boohee.cn/house/new_food/mid/2ee96908b97b427d87a1ddd083e20f87.jpg,35,,0.4,100,2,2
862,4,251,0,74,e,0.4,19.9,0,2,,3.8,FALSE,232,0.2,18,0,¶ì,58.8,4.9,17.9,17.7,0.1,http://s.boohee.cn/house/new_food/mid/109fc6e3e6db457cb9d42767fd6b6f5e.jpg,42,,0.2,100,1.4,2
863,2,129,9.3,285,egan,7.8,3.4,0,1,,7.8,FALSE,336,0.3,11,0.3,¶ì¸Î,70.2,,15.2,,0.3,http://s.boohee.cn/house/new_food/mid/f9030d118491458e87e5e9c17fa5e727.JPG,6100,,0.3,100,3.6,2
865,91,289,4.2,116,shaoe,0.3,21.5,0,3,,3.8,FALSE,22,0.1,7,0.1,ÉÕ¶ì,240,3.6,19.7,7.7,0.1,http://s.boohee.cn/house/new_food/mid/05c1ca99de7347f491c760fe76ed345c.jpg,9,,0.1,100,2,2
866,12,91,0,58,huojitui,0.5,1.2,0,1,,5.2,FALSE,708,0.1,49,0,»ð¼¦ÍÈ,168.4,8.3,20,15.5,0.1,http://s.boohee.cn/house/new_food/mid/dd7abaa5c2ae431db6af68bc78795903.jpg,,,0.1,100,9.3,2
867,39,103,2.8,49,huojixiongfurou,,0.2,0,1,,1.1,FALSE,227,0,31,0,»ð¼¦ÐØ¸¬Èâ,93.7,16.2,22.4,9.9,0,http://s.boohee.cn/house/new_food/mid/cfd5deb65d3d475c81d1d9a2847ac4b3.JPG,,,0.4,100,0.5,2
872,104,54,3.4,15,niuru_junzhi,0,3.2,0,1,1.9,0.3,TRUE,109,0.1,11,0,Å£ÄÌ,37.2,0.1,3,1.9,0,http://s.boohee.cn/house/new_food/mid/a14957dcabdc450aa95a0bc8da63a7b7.jpg,24,1,0.2,100,0.4,6
874,140,51,5.6,,niuru_qianghuaVA_VD,0,2,0,1,1.9,0.2,FALSE,130,0.1,14,0,Å£ÄÌ(Ç¿»¯VA£¬VD),42.6,0.1,2.7,1.4,0,http://s.boohee.cn/house/new_food/mid/08ba328da736474b9f51ec581bbc665f.jpg,66,3,0.2,100,0.4,6
876,82,59,5.4,31,xianyangru,0,3.5,0,1,1.9,0.5,FALSE,135,0.1,11,0,ÑòÄÌ,20.6,2.1,1.5,1.8,0,http://s.boohee.cn/house/new_food/mid/3b2f4e9573134927833397ddf0545f35.jpg,84,1,0.2,100,0.3,6
877,30,65,7.4,11,renru,0,3.4,0,1,1.9,0.1,FALSE,109,0.1,32,0,ÈËÈé,,0.2,1.3,1.9,0,http://s.boohee.cn/house/new_food/mid/7bb281f689f943a58b655224d19b1eba.jpg,11,5,0.2,100,0.3,6
878,1797,484,49.9,68,niurufen_duoweinaifen,0.1,22.7,0,1,,1.4,FALSE,1910,6.7,22,0,ÄÌ·Û(¶àÎ¬ÄÌ·Û),567.8,0.5,19.9,16.8,0.3,http://s.boohee.cn/house/new_food/mid/e34dc1ccdc3e4dc4bf33415c35e8fca2.jpg,77,9,0.5,100,3.7,6
879,495,490,47.4,,quanzhijiatangnaifen,0.1,23.4,0,3,,0.7,FALSE,841,0.3,81,0.1,È«Ö¬¼ÓÌÇÄÌ·Û,450.8,0.4,22.5,7.5,0.4,http://s.boohee.cn/house/new_food/mid/e223a013aaa640b4ae4fd76408fef7ea.jpg,183,,0.3,100,2.3,6
880,676,478,51.7,110,quanzhiniunaifen,0.1,21.2,0,3,,1.2,FALSE,449,0.7,79,0.1,È«Ö¬Å£ÄÌ·Û,260.1,0.9,20.1,11.8,0.1,http://s.boohee.cn/house/new_food/mid/e0e6aff5c3e24c70b5f07d9cf964a8ef.jpg,141,4,0.5,100,3.1,6
881,659,466,54,71,quanzhisurongnaifen,0.1,18.9,0,3,,2.9,FALSE,541,0.8,73,0.1,È«Ö¬ËÙÈÜÄÌ·Û,247.6,0.5,19.9,8,0.1,http://s.boohee.cn/house/new_food/mid/aab2adaa87bf40789987e878fa9229c5.jpg,272,7,1.3,100,2.2,6
883,81,72,9.3,15,suannai_junzhi,,2.7,0,1,0.9,,TRUE,,,,,ËáÄÌ,39.8,,2.5,,,http://s.boohee.cn/house/new_food/mid/b83862bacebf46b69f399fa9140cd021.jpg,,,,100,,6
884,161,62,7.3,,suannai_gaodanbai,0,2.2,0,1,0.9,0.4,TRUE,135,0.1,15,0,ËáÄÌ(¸ßµ°°×),43,0.1,3.2,1.7,0.1,http://s.boohee.cn/house/new_food/mid/0711d8446e6b45ff87940574963adcb6.jpg,26,1,0.1,100,0.5,6
885,146,57,10,18,suannai_tuozhi,0,0.4,0,1,0.9,0.1,TRUE,156,0.1,10,0,ËáÄÌ(ÍÑÖ¬),27.7,0.1,3.3,1.5,0,http://s.boohee.cn/house/new_food/mid/16bd94bcdc9b48148eb8ff5d175804ee.jpg,26,1,0.1,100,0.5,6
886,81,64,9,12,suannai_zhongzhi,0,1.9,0,1,0.9,0.4,TRUE,130,0.1,10,0,ËáÄÌ(ÖÐÖ¬),13,0.1,2.7,0.7,0,http://s.boohee.cn/house/new_food/mid/07cce545807a481c8ca70f93f10b5c99.jpg,32,1,0.1,100,0.7,6
887,140,67,10.4,15,suannai_guoliao,0,1.4,0,1,0.9,0.4,TRUE,111,0.2,11,0,ËáÄÌ(¹ûÁÏ),32.5,0.1,3.1,1,0,http://s.boohee.cn/house/new_food/mid/25808bfd0aa24fdbb74aea067f9d4f5a.jpg,19,2,0.7,100,0.6,6
889,799,328,3.5,11,nailao,0.1,23.5,0,3,,2.4,FALSE,75,0.9,57,0.2,ÄÌÀÒ,584.6,0.6,25.7,1.5,0.1,http://s.boohee.cn/house/new_food/mid/d5aa52a0143b44e3b54e0f2e00404cfc.jpg,152,,0.6,100,7,6
890,360,343,26.5,36,naidoufu_tuozhi,0.2,2.5,0,1,,12.4,FALSE,188,0.3,25,0.2,ÄÌ¶¹¸¯(ÍÑÖ¬),55.4,0.4,53.7,7.2,0,http://s.boohee.cn/house/new_food/mid/e0e20e66b9ca4601a22dbafc1702aec1.jpg,,1,,100,1.8,6
891,597,305,12.5,36,naidoufu_xian,0.3,7.8,0,2,,3.1,FALSE,240,0.7,17,0.1,ÄÌ¶¹¸¯(ÏÊ),90.2,0.7,46.2,11.6,0,http://s.boohee.cn/house/food_mid/mid_photo_2010429133350891.jpg,,,,100,2.5,6
892,730,426,17.7,51,naigeda,2.2,15,0,1,,18.7,FALSE,314,0.2,49,0.2,ÄÌ¸í´ñ,79.3,0.8,55.1,14.7,0.1,http://s.boohee.cn/house/new_food/mid/b4f036012a1b49648d489cc879cd82e0.jpg,,2,,100,5.2,6
893,720,412,0.1,100,qidaganlao_putong,0,34.4,0,3,,0.3,FALSE,77,0.4,25,,Æõ´ï¸ÉÀÒ(ÆÕÍ¨),670,0.1,25.5,12,0,http://s.boohee.cn/house/new_food/mid/b9732b9e3d3d473b8cd6da66a4473086.jpg,363,,0.5,100,2.3,6
896,110,313,0,90,quanzhiruanlao,0.1,31,0,3,,0.1,FALSE,150,0.2,9,,È«Ö¬ÈíÀÒ,330,0.1,8.6,3,0,http://s.boohee.cn/house/new_food/mid/ee949c6c04884f83aa8333bc54ba08b9.jpg,,,,100,0.7,6
898,360,250,1.5,70,yangrulao,0.1,20.2,0,3,,0.2,FALSE,95,0.2,20,,ÑòÈéÀÒ,1440,0.2,15.6,,0,http://s.boohee.cn/house/new_food/mid/c38d78d94b2c4c5d98a60af2410388e2.jpg,226,,0.4,100,0.9,6
899,,179,3.1,42,zhongzhiruanlao,,14.5,0,2,,,FALSE,,,,,ÖÐÖ¬ÈíÀÒ,,,9.2,3,,http://s.boohee.cn/house/new_food/mid/dff4bcd0cbdf41d3af14c5c7a00bba0c.jpg,224,,0.8,100,,6
900,14,879,0.9,209,naiyou,0.4,97,0,3,,1,FALSE,226,0,2,,ÄÌÓÍ,268,0,0.7,0.7,,http://s.boohee.cn/house/new_food/mid/608640217f79471fa7ca71e7da040d59.jpg,297,,2,100,0.1,7
901,202,447,0,92,naiyou_jiaoke,0,48.3,0,2,,1,FALSE,138,0.2,10,0.1,ÄÌÓÍ(½¹¿Ë),41.1,0.2,3,5.5,0.1,http://s.boohee.cn/house/new_food/mid/460e2c62ed804f7bbea2410140390ef3.jpg,,,,100,0.3,7
902,20,504,0,103,naiyou_shipingongye,0,55.5,0,3,,0.1,FALSE,1064,0.2,2,0.8,ÄÌÓÍ(Ê³Æ·¹¤Òµ),190.8,0.1,1.1,0.9,0,http://s.boohee.cn/house/new_food/mid/83ba58f8940e478d99613136471f304e.jpg,345,,2.2,100,1.1,7
903,35,888,0,296,huangyou,0,98,0,3,,0.8,FALSE,39,0,7,0.1,»ÆÓÍ,40.3,,1.4,1.6,,http://s.boohee.cn/house/new_food/mid/3c50913d920a4069a3df91c71920adb9.jpg,,,,100,0.1,7
904,597,599,40,150,huangyouzha,0.1,43.8,0,3,,2.6,FALSE,160,0.5,97,1.2,»ÆÓÍÔü,60.2,0.4,11.1,1.1,0,http://s.boohee.cn/house/new_food/mid/e38ff8298ea040abb5bbf76f69349e6d.jpg,,,,100,1.2,7
905,1,744,0,152,baituo_shipingongye,0,82.7,0,3,,1,FALSE,43,0.1,2,0,°×ÍÑ(Ê³Æ·¹¤Òµ),18,0.1,0,0.6,0,http://s.boohee.cn/house/new_food/mid/77ae20fd87fe4c1280ebb20569e595ae.jpg,534,,3.7,100,0.8,7
906,128,860,1.1,227,suyou,0.2,94.4,0,3,,0.4,FALSE,188,0,2,,ËÖÓÍ,73,,1.5,0.7,,http://s.boohee.cn/house/new_food/mid/a569b5a5572740f8bcc6621fdc2909e5.jpg,426,,2.5,100,0.1,7
907,242,332,55.4,36,lianru_tian_guantou,0,8.7,0,3,,0.4,FALSE,309,0.2,24,0,Á¶Èé(Ìð£¬¹ÞÍ·),211.9,0.3,8,3.3,0,http://s.boohee.cn/house/new_food/mid/fded071792844c09995c67d367a46a6b.jpg,41,2,0.3,100,1.5,6
908,818,460,6.3,78,naipizi,0.1,42.9,0,2,,1.3,FALSE,4,0.2,28,0,ÄÌÆ¤×Ó,2.3,0.2,12.2,4.6,0,http://s.boohee.cn/house/new_food/mid/d72f190c04c54445be2e583a622c7bb6.jpg,,,,100,2.2,6
909,269,472,59.3,65,naipian,0.1,20.2,0,2,,1.6,FALSE,356,0.2,32,,ÄÌÆ¬,179.7,1.6,13.3,12.1,0.1,http://s.boohee.cn/house/new_food/mid/cd5e68ac0023457eb39486126f237881.jpg,75,5,0.1,100,3,6
910,56,144,2.8,585,jidan_junzhi,0.2,8.8,0,1,27.2,2,FALSE,154,0.3,10,0,¼¦µ°,131.5,0.2,13.3,14.3,0.1,http://s.boohee.cn/house/new_food/mid/27dfe70f5b7e4acfad043abca5c48130.jpg,234,,1.8,100,1.1,2
911,48,138,1.5,585,jidan_baipi,0.1,9,0,1,,2,FALSE,98,0.3,14,0,¼¦µ°(°×Æ¤),94.7,0.2,12.7,16.6,0.1,http://s.boohee.cn/house/new_food/mid/e2f3b7cb903d4492af32875cd7e7cba2.jpg,310,,1.2,100,1,2
912,44,156,1.3,585,jidan_hongpi,0.1,11.1,0,1,,2.3,FALSE,121,0.3,11,0,¼¦µ°(ºìÆ¤),125.7,0.2,12.8,15,0.1,http://s.boohee.cn/house/new_food/mid/9d25ddfaf97a45ed8c3ba56770d18720.jpg,194,,2.3,100,1,2
913,76,138,5.6,1338,jidan_tuji,0.3,6.4,0,1,,1.7,FALSE,244,0.2,5,0.1,¼¦µ°(ÍÁ¼¦),174,,14.4,11.5,0.1,http://s.boohee.cn/house/new_food/mid/5bb1a6b86c1c416ab23ef99f17ef3749.jpg,199,,1.4,100,1.3,2
914,9,60,3.1,,jidanbai_jidanqing,0.1,0.1,0,1,,1.6,FALSE,132,0.3,15,0,¼¦µ°°×(¼¦µ°Çå),79.4,0.2,11.6,7,0,http://s.boohee.cn/house/new_food/mid/042325b6fb124e908aa234f1cd68069c.jpg,,,0,100,0,2
